dataset,model,scenario,region,variable,unit,year,value
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKI5,Final Energy|Agriculture|Liquids|Oil,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKI5,Final Energy|Agriculture|Liquids|Oil,GWh,2023,284.639965610727
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKI5,Final Energy|Agriculture|Solids|Biomass,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKI5,Final Energy|Agriculture|Solids|Biomass,GWh,2023,54.6994951707448
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKI5,Final Energy|Residential and Commercial|Electricity,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKI5,Final Energy|Residential and Commercial|Electricity,GWh,2023,4992.91251848078
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKI5,Final Energy|Residential and Commercial|Heat,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKI5,Final Energy|Residential and Commercial|Heat,GWh,2023,107.699718726184
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKI5,Final Energy|Residential and Commercial|Liquids|Oil,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKI5,Final Energy|Residential and Commercial|Liquids|Oil,GWh,2023,1879.55231384388
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKI5,Final Energy|Transportation|Liquids|Biomass,GWh,2023,12.6191868523983
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKI5,Final Energy|Transportation|Liquids|Biomass,GWh,2023,768.511024588727
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKI5,Final Energy|Transportation|Solids|Biomass,GWh,2023,432.690661785725
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKI5,Final Energy|Transportation|Solids|Biomass,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKI6,Final Energy|Agriculture|Electricity,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKI6,Final Energy|Agriculture|Electricity,GWh,2023,67.7573655615021
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKI6,Final Energy|Agriculture|Gases|Gas,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKI6,Final Energy|Agriculture|Gases|Gas,GWh,2023,14.9295890220259
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKI6,Final Energy|Agriculture|Heat,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKI6,Final Energy|Agriculture|Heat,GWh,2023,0.689057954862734
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKI6,Final Energy|Agriculture|Liquids|Oil,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKI6,Final Energy|Agriculture|Liquids|Oil,GWh,2023,193.625285316428
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKI6,Final Energy|Agriculture|Solids|Biomass,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKI6,Final Energy|Agriculture|Solids|Biomass,GWh,2023,37.2091295625876
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKI6,Final Energy|Residential and Commercial|Electricity,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKI6,Final Energy|Residential and Commercial|Electricity,GWh,2023,3396.41029985555
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKI6,Final Energy|Residential and Commercial|Heat,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKI6,Final Energy|Residential and Commercial|Heat,GWh,2023,72.4139040456765
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKI6,Final Energy|Residential and Commercial|Liquids|Oil,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKI6,Final Energy|Residential and Commercial|Liquids|Oil,GWh,2023,1278.55851954705
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKI6,Final Energy|Transportation|Liquids|Biomass,GWh,2023,7.4017301568111
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKI6,Final Energy|Transportation|Liquids|Biomass,GWh,2023,522.776786055108
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKI6,Final Energy|Transportation|Solids|Biomass,GWh,2023,253.792859822918
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKI6,Final Energy|Transportation|Solids|Biomass,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKI7,Final Energy|Agriculture|Electricity,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKI7,Final Energy|Agriculture|Electricity,GWh,2023,108.211411705775
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKI7,Final Energy|Agriculture|Gases|Gas,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKI7,Final Energy|Agriculture|Gases|Gas,GWh,2023,23.8431924097471
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKI7,Final Energy|Agriculture|Heat,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKI7,Final Energy|Agriculture|Heat,GWh,2023,1.10045503429602
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKI7,Final Energy|Agriculture|Liquids|Oil,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKI7,Final Energy|Agriculture|Liquids|Oil,GWh,2023,309.227864637182
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKI7,Final Energy|Agriculture|Solids|Biomass,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKI7,Final Energy|Agriculture|Solids|Biomass,GWh,2023,59.4245718519851
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKI7,Final Energy|Residential and Commercial|Electricity,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKI7,Final Energy|Residential and Commercial|Electricity,GWh,2023,5424.21255953059
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKI7,Final Energy|Residential and Commercial|Heat,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKI7,Final Energy|Residential and Commercial|Heat,GWh,2023,114.85450394341
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKI7,Final Energy|Residential and Commercial|Liquids|Oil,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKI7,Final Energy|Residential and Commercial|Liquids|Oil,GWh,2023,2041.9126570535
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKI7,Final Energy|Transportation|Liquids|Biomass,GWh,2023,12.3711907388969
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKI7,Final Energy|Transportation|Liquids|Biomass,GWh,2023,834.896893603153
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKI7,Final Energy|Transportation|Solids|Biomass,GWh,2023,424.18729277104
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKI7,Final Energy|Transportation|Solids|Biomass,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKJ1,Final Energy|Agriculture|Electricity,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKJ1,Final Energy|Agriculture|Electricity,GWh,2023,124.372964889505
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKJ1,Final Energy|Agriculture|Gases|Gas,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKJ1,Final Energy|Agriculture|Gases|Gas,GWh,2023,27.4042126027724
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKJ1,Final Energy|Agriculture|Heat,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKJ1,Final Energy|Agriculture|Heat,GWh,2023,1.26480981243565
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKJ1,Final Energy|Agriculture|Liquids|Oil,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKJ1,Final Energy|Agriculture|Liquids|Oil,GWh,2023,355.411557294418
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKJ1,Final Energy|Agriculture|Solids|Biomass,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKJ1,Final Energy|Agriculture|Solids|Biomass,GWh,2023,68.2997298715252
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKJ1,Final Energy|Residential and Commercial|Electricity,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKJ1,Final Energy|Residential and Commercial|Electricity,GWh,2023,6234.32767011678
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKJ1,Final Energy|Residential and Commercial|Heat,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKJ1,Final Energy|Residential and Commercial|Heat,GWh,2023,201.077447410642
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKJ1,Final Energy|Residential and Commercial|Liquids|Oil,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKJ1,Final Energy|Residential and Commercial|Liquids|Oil,GWh,2023,2346.87568713789
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKJ1,Final Energy|Transportation|Liquids|Biomass,GWh,2023,18.8858578743376
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKJ1,Final Energy|Transportation|Liquids|Biomass,GWh,2023,959.590124531388
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKJ1,Final Energy|Transportation|Solids|Biomass,GWh,2023,647.564255733739
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKJ1,Final Energy|Transportation|Solids|Biomass,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKJ2,Final Energy|Agriculture|Electricity,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKJ2,Final Energy|Agriculture|Electricity,GWh,2023,149.752741001179
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKJ2,Final Energy|Agriculture|Gases|Gas,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKJ2,Final Energy|Agriculture|Gases|Gas,GWh,2023,32.9963666612768
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKJ2,Final Energy|Agriculture|Heat,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKJ2,Final Energy|Agriculture|Heat,GWh,2023,1.52290923052047
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKJ2,Final Energy|Agriculture|Liquids|Oil,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKJ2,Final Energy|Agriculture|Liquids|Oil,GWh,2023,427.937493776252
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKJ2,Final Energy|Agriculture|Solids|Biomass,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKJ2,Final Energy|Agriculture|Solids|Biomass,GWh,2023,82.2370984481054
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKJ2,Final Energy|Residential and Commercial|Electricity,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKJ2,Final Energy|Residential and Commercial|Electricity,GWh,2023,7506.51604815333
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKJ2,Final Energy|Residential and Commercial|Heat,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKJ2,Final Energy|Residential and Commercial|Heat,GWh,2023,213.412534935236
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKJ2,Final Energy|Residential and Commercial|Liquids|Oil,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKJ2,Final Energy|Residential and Commercial|Liquids|Oil,GWh,2023,2825.78345905124
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKJ2,Final Energy|Transportation|Liquids|Biomass,GWh,2023,18.3421740870461
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKJ2,Final Energy|Transportation|Liquids|Biomass,GWh,2023,1155.40585137537
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKJ2,Final Energy|Transportation|Solids|Biomass,GWh,2023,628.922254432315
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKJ2,Final Energy|Transportation|Solids|Biomass,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKJ3,Final Energy|Agriculture|Electricity,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKJ3,Final Energy|Agriculture|Electricity,GWh,2023,102.763296383765
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKJ3,Final Energy|Agriculture|Gases|Gas,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKJ3,Final Energy|Agriculture|Gases|Gas,GWh,2023,22.6427602201516
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKJ3,Final Energy|Agriculture|Heat,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKJ3,Final Energy|Agriculture|Heat,GWh,2023,1.0450504716993
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKJ3,Final Energy|Agriculture|Liquids|Oil,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKJ3,Final Energy|Agriculture|Liquids|Oil,GWh,2023,293.659182547505
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKJ3,Final Energy|Agriculture|Solids|Biomass,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKJ3,Final Energy|Agriculture|Solids|Biomass,GWh,2023,56.4327254717625
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKJ3,Final Energy|Residential and Commercial|Electricity,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKJ3,Final Energy|Residential and Commercial|Electricity,GWh,2023,5151.11996153575
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKJ3,Final Energy|Residential and Commercial|Heat,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKJ3,Final Energy|Residential and Commercial|Heat,GWh,2023,157.32122336554
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKJ3,Final Energy|Residential and Commercial|Liquids|Oil,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKJ3,Final Energy|Residential and Commercial|Liquids|Oil,GWh,2023,1939.10856774592
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKJ3,Final Energy|Transportation|Liquids|Biomass,GWh,2023,18.4757104558546
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKJ3,Final Energy|Transportation|Liquids|Biomass,GWh,2023,792.862375370402
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKJ3,Final Energy|Transportation|Solids|Biomass,GWh,2023,633.500991594069
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKJ3,Final Energy|Transportation|Solids|Biomass,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKJ4,Final Energy|Agriculture|Electricity,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKJ4,Final Energy|Agriculture|Electricity,GWh,2023,95.2822519875792
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKJ4,Final Energy|Agriculture|Gases|Gas,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKJ4,Final Energy|Agriculture|Gases|Gas,GWh,2023,20.9943945057378
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKJ4,Final Energy|Agriculture|Heat,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKJ4,Final Energy|Agriculture|Heat,GWh,2023,0.968972054110975
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKJ4,Final Energy|Agriculture|Liquids|Oil,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKJ4,Final Energy|Agriculture|Liquids|Oil,GWh,2023,272.281147205184
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKJ4,Final Energy|Agriculture|Solids|Biomass,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKJ4,Final Energy|Agriculture|Solids|Biomass,GWh,2023,52.3244909219927
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKJ4,Final Energy|Residential and Commercial|Electricity,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKJ4,Final Energy|Residential and Commercial|Electricity,GWh,2023,4776.12462294309
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKJ4,Final Energy|Residential and Commercial|Heat,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKJ4,Final Energy|Residential and Commercial|Heat,GWh,2023,142.055458295186
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKJ4,Final Energy|Residential and Commercial|Liquids|Oil,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKJ4,Final Energy|Residential and Commercial|Liquids|Oil,GWh,2023,1797.94379593715
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKJ4,Final Energy|Transportation|Liquids|Biomass,GWh,2023,14.6794622568715
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKJ4,Final Energy|Transportation|Liquids|Biomass,GWh,2023,735.142947919762
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKJ4,Final Energy|Transportation|Solids|Biomass,GWh,2023,503.334035138498
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKJ4,Final Energy|Transportation|Solids|Biomass,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKK1,Final Energy|Agriculture|Electricity,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKK1,Final Energy|Agriculture|Electricity,GWh,2023,129.214048728862
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKK1,Final Energy|Agriculture|Gases|Gas,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKK1,Final Energy|Agriculture|Gases|Gas,GWh,2023,28.4708920928002
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKK1,Final Energy|Agriculture|Heat,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKK1,Final Energy|Agriculture|Heat,GWh,2023,1.31404117351385
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKK1,Final Energy|Agriculture|Liquids|Oil,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKK1,Final Energy|Agriculture|Liquids|Oil,GWh,2023,369.245569757393
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKK1,Final Energy|Agriculture|Solids|Biomass,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKK1,Final Energy|Agriculture|Solids|Biomass,GWh,2023,70.9582233697483
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKK1,Final Energy|Residential and Commercial|Electricity,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKK1,Final Energy|Residential and Commercial|Electricity,GWh,2023,6476.99216685745
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKK1,Final Energy|Residential and Commercial|Heat,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKK1,Final Energy|Residential and Commercial|Heat,GWh,2023,223.155301000872
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKK1,Final Energy|Residential and Commercial|Liquids|Oil,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKK1,Final Energy|Residential and Commercial|Liquids|Oil,GWh,2023,2438.22529814118
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKK1,Final Energy|Transportation|Liquids|Biomass,GWh,2023,22.6630294492052
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKK1,Final Energy|Transportation|Liquids|Biomass,GWh,2023,996.941137658738
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKK1,Final Energy|Transportation|Solids|Biomass,GWh,2023,777.077106880488
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKK1,Final Energy|Transportation|Solids|Biomass,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKK2,Final Energy|Agriculture|Electricity,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKK2,Final Energy|Agriculture|Electricity,GWh,2023,68.8445969446403
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKK2,Final Energy|Agriculture|Gases|Gas,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKK2,Final Energy|Agriculture|Gases|Gas,GWh,2023,15.1691484793275
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKK2,Final Energy|Agriculture|Heat,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKK2,Final Energy|Agriculture|Heat,GWh,2023,0.700114545199732
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKK2,Final Energy|Agriculture|Liquids|Oil,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKK2,Final Energy|Agriculture|Liquids|Oil,GWh,2023,196.732187201124
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKK2,Final Energy|Agriculture|Solids|Biomass,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKK2,Final Energy|Agriculture|Solids|Biomass,GWh,2023,37.8061854407855
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKK2,Final Energy|Residential and Commercial|Electricity,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKK2,Final Energy|Residential and Commercial|Electricity,GWh,2023,3450.90893387734
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKK2,Final Energy|Residential and Commercial|Heat,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKK2,Final Energy|Residential and Commercial|Heat,GWh,2023,137.332667017232
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKK2,Final Energy|Residential and Commercial|Liquids|Oil,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKK2,Final Energy|Residential and Commercial|Liquids|Oil,GWh,2023,1299.07420719385
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKK2,Final Energy|Transportation|Liquids|Biomass,GWh,2023,10.9118289940617
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKK2,Final Energy|Transportation|Liquids|Biomass,GWh,2023,531.165236867283
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKK2,Final Energy|Transportation|Solids|Biomass,GWh,2023,374.14823664616
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKK2,Final Energy|Transportation|Solids|Biomass,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKK3,Final Energy|Agriculture|Electricity,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKK3,Final Energy|Agriculture|Electricity,GWh,2023,29.2275874746818
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKK3,Final Energy|Agriculture|Gases|Gas,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKK3,Final Energy|Agriculture|Gases|Gas,GWh,2023,6.43997690120109
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKK3,Final Energy|Agriculture|Heat,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKK3,Final Energy|Agriculture|Heat,GWh,2023,0.297229703132358
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKK3,Final Energy|Agriculture|Liquids|Oil,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKK3,Final Energy|Agriculture|Liquids|Oil,GWh,2023,83.5215465801926
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKK3,Final Energy|Agriculture|Solids|Biomass,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKK3,Final Energy|Agriculture|Solids|Biomass,GWh,2023,16.0504039691473
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKK3,Final Energy|Residential and Commercial|Electricity,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKK3,Final Energy|Residential and Commercial|Electricity,GWh,2023,1465.06403128725
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKK3,Final Energy|Residential and Commercial|Heat,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKK3,Final Energy|Residential and Commercial|Heat,GWh,2023,72.2835776715284
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKK3,Final Energy|Residential and Commercial|Liquids|Oil,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKK3,Final Energy|Residential and Commercial|Liquids|Oil,GWh,2023,551.514667990475
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKK3,Final Energy|Transportation|Liquids|Biomass,GWh,2023,4.72146446858438
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKK3,Final Energy|Transportation|Liquids|Biomass,GWh,2023,225.503221938134
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKK3,Final Energy|Transportation|Solids|Biomass,GWh,2023,161.891063933433
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKK3,Final Energy|Transportation|Solids|Biomass,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKK4,Final Energy|Agriculture|Electricity,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKK4,Final Energy|Agriculture|Electricity,GWh,2023,61.4913159544914
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKK4,Final Energy|Agriculture|Gases|Gas,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKK4,Final Energy|Agriculture|Gases|Gas,GWh,2023,13.5489340238709
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKK4,Final Energy|Agriculture|Heat,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKK4,Final Energy|Agriculture|Heat,GWh,2023,0.625335416486353
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKK4,Final Energy|Agriculture|Liquids|Oil,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKK4,Final Energy|Agriculture|Liquids|Oil,GWh,2023,175.719252032665
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKK4,Final Energy|Agriculture|Solids|Biomass,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKK4,Final Energy|Agriculture|Solids|Biomass,GWh,2023,33.768112490263
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKK4,Final Energy|Residential and Commercial|Electricity,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKK4,Final Energy|Residential and Commercial|Electricity,GWh,2023,3082.31787243761
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKK4,Final Energy|Residential and Commercial|Heat,GWh,2023,0.0
