dataset,model,scenario,region,variable,unit,year,value
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKF1,Final Energy|Transportation|Liquids|Biomass,GWh,2023,878.646886373483
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKF1,Final Energy|Transportation|Solids|Biomass,GWh,2023,779.693528115776
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKF1,Final Energy|Transportation|Solids|Biomass,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKF2,Final Energy|Agriculture|Electricity,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKF2,Final Energy|Agriculture|Electricity,GWh,2023,94.6713379054721
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKF2,Final Energy|Agriculture|Gases|Gas,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKF2,Final Energy|Agriculture|Gases|Gas,GWh,2023,20.8597863181548
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKF2,Final Energy|Agriculture|Heat,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKF2,Final Energy|Agriculture|Heat,GWh,2023,0.962759368530224
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKF2,Final Energy|Agriculture|Liquids|Oil,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKF2,Final Energy|Agriculture|Liquids|Oil,GWh,2023,270.535382556993
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKF2,Final Energy|Agriculture|Solids|Biomass,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKF2,Final Energy|Agriculture|Solids|Biomass,GWh,2023,51.9890059006321
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKF2,Final Energy|Residential and Commercial|Electricity,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKF2,Final Energy|Residential and Commercial|Electricity,GWh,2023,4745.50190224548
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKF2,Final Energy|Residential and Commercial|Heat,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKF2,Final Energy|Residential and Commercial|Heat,GWh,2023,155.848532912021
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKF2,Final Energy|Residential and Commercial|Liquids|Oil,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKF2,Final Energy|Residential and Commercial|Liquids|Oil,GWh,2023,1786.4160542973
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKF2,Final Energy|Transportation|Liquids|Biomass,GWh,2023,18.5234020161433
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKF2,Final Energy|Transportation|Liquids|Biomass,GWh,2023,730.429486914406
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKF2,Final Energy|Transportation|Solids|Biomass,GWh,2023,635.136254866122
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKF2,Final Energy|Transportation|Solids|Biomass,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKF3,Final Energy|Agriculture|Electricity,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKF3,Final Energy|Agriculture|Electricity,GWh,2023,38.9642668497319
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKF3,Final Energy|Agriculture|Gases|Gas,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKF3,Final Energy|Agriculture|Gases|Gas,GWh,2023,8.58534693299179
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKF3,Final Energy|Agriculture|Heat,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKF3,Final Energy|Agriculture|Heat,GWh,2023,0.396246781522698
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKF3,Final Energy|Agriculture|Liquids|Oil,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKF3,Final Energy|Agriculture|Liquids|Oil,GWh,2023,111.345345607878
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKF3,Final Energy|Agriculture|Solids|Biomass,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKF3,Final Energy|Agriculture|Solids|Biomass,GWh,2023,21.3973262022257
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKF3,Final Energy|Residential and Commercial|Electricity,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKF3,Final Energy|Residential and Commercial|Electricity,GWh,2023,1953.12548175487
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKF3,Final Energy|Residential and Commercial|Heat,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKF3,Final Energy|Residential and Commercial|Heat,GWh,2023,117.936792093994
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKF3,Final Energy|Residential and Commercial|Liquids|Oil,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKF3,Final Energy|Residential and Commercial|Liquids|Oil,GWh,2023,735.242507228391
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKF3,Final Energy|Transportation|Liquids|Biomass,GWh,2023,5.68483398641678
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKF3,Final Energy|Transportation|Liquids|Biomass,GWh,2023,300.625829028245
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKF3,Final Energy|Transportation|Solids|Biomass,GWh,2023,194.923382028943
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKF3,Final Energy|Transportation|Solids|Biomass,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKG1,Final Energy|Agriculture|Electricity,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKG1,Final Energy|Agriculture|Electricity,GWh,2023,69.5965270389212
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKG1,Final Energy|Agriculture|Gases|Gas,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKG1,Final Energy|Agriculture|Gases|Gas,GWh,2023,15.3348279916267
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKG1,Final Energy|Agriculture|Heat,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKG1,Final Energy|Agriculture|Heat,GWh,2023,0.707761291921232
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKG1,Final Energy|Agriculture|Liquids|Oil,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKG1,Final Energy|Agriculture|Liquids|Oil,GWh,2023,198.880923029866
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKG1,Final Energy|Agriculture|Solids|Biomass,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKG1,Final Energy|Agriculture|Solids|Biomass,GWh,2023,38.2191097637465
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKG1,Final Energy|Residential and Commercial|Electricity,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKG1,Final Energy|Residential and Commercial|Electricity,GWh,2023,3488.60023276157
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKG1,Final Energy|Residential and Commercial|Heat,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKG1,Final Energy|Residential and Commercial|Heat,GWh,2023,149.906075296387
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKG1,Final Energy|Residential and Commercial|Liquids|Oil,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKG1,Final Energy|Residential and Commercial|Liquids|Oil,GWh,2023,1313.26287318137
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKG1,Final Energy|Transportation|Liquids|Biomass,GWh,2023,13.9927037887138
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKG1,Final Energy|Transportation|Liquids|Biomass,GWh,2023,536.966696159107
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKG1,Final Energy|Transportation|Solids|Biomass,GWh,2023,479.786244020907
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKG1,Final Energy|Transportation|Solids|Biomass,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKG2,Final Energy|Agriculture|Electricity,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKG2,Final Energy|Agriculture|Electricity,GWh,2023,83.8577807458283
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKG2,Final Energy|Agriculture|Gases|Gas,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKG2,Final Energy|Agriculture|Gases|Gas,GWh,2023,18.4771381304367
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKG2,Final Energy|Agriculture|Heat,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKG2,Final Energy|Agriculture|Heat,GWh,2023,0.852790990635542
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKG2,Final Energy|Agriculture|Liquids|Oil,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKG2,Final Energy|Agriculture|Liquids|Oil,GWh,2023,239.634268368587
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKG2,Final Energy|Agriculture|Solids|Biomass,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKG2,Final Energy|Agriculture|Solids|Biomass,GWh,2023,46.0507134943193
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKG2,Final Energy|Residential and Commercial|Electricity,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKG2,Final Energy|Residential and Commercial|Electricity,GWh,2023,4203.46080293866
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKG2,Final Energy|Residential and Commercial|Heat,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKG2,Final Energy|Residential and Commercial|Heat,GWh,2023,165.547370863608
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKG2,Final Energy|Residential and Commercial|Liquids|Oil,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKG2,Final Energy|Residential and Commercial|Liquids|Oil,GWh,2023,1582.36789630742
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKG2,Final Energy|Transportation|Liquids|Biomass,GWh,2023,16.5203564840166
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKG2,Final Energy|Transportation|Liquids|Biomass,GWh,2023,646.998311412009
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKG2,Final Energy|Transportation|Solids|Biomass,GWh,2023,566.455197439817
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKG2,Final Energy|Transportation|Solids|Biomass,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKG3,Final Energy|Agriculture|Electricity,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKG3,Final Energy|Agriculture|Electricity,GWh,2023,150.583824356331
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKG3,Final Energy|Agriculture|Gases|Gas,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKG3,Final Energy|Agriculture|Gases|Gas,GWh,2023,33.1794867225814
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKG3,Final Energy|Agriculture|Heat,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKG3,Final Energy|Agriculture|Heat,GWh,2023,1.5313609256576
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKG3,Final Energy|Agriculture|Liquids|Oil,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKG3,Final Energy|Agriculture|Liquids|Oil,GWh,2023,430.312420109787
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKG3,Final Energy|Agriculture|Solids|Biomass,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKG3,Final Energy|Agriculture|Solids|Biomass,GWh,2023,82.6934899855108
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKG3,Final Energy|Residential and Commercial|Electricity,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKG3,Final Energy|Residential and Commercial|Electricity,GWh,2023,7548.1749887583
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKG3,Final Energy|Residential and Commercial|Heat,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKG3,Final Energy|Residential and Commercial|Heat,GWh,2023,166.124077097837
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKG3,Final Energy|Residential and Commercial|Liquids|Oil,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKG3,Final Energy|Residential and Commercial|Liquids|Oil,GWh,2023,2841.46572023978
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKG3,Final Energy|Transportation|Liquids|Biomass,GWh,2023,23.7122437755573
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKG3,Final Energy|Transportation|Liquids|Biomass,GWh,2023,1161.81801161433
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKG3,Final Energy|Transportation|Solids|Biomass,GWh,2023,813.052898865696
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKG3,Final Energy|Transportation|Solids|Biomass,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKH1,Final Energy|Agriculture|Electricity,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKH1,Final Energy|Agriculture|Electricity,GWh,2023,129.889931641835
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKH1,Final Energy|Agriculture|Gases|Gas,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKH1,Final Energy|Agriculture|Gases|Gas,GWh,2023,28.6198154465061
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKH1,Final Energy|Agriculture|Heat,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKH1,Final Energy|Agriculture|Heat,GWh,2023,1.32091455906951
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKH1,Final Energy|Agriculture|Liquids|Oil,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKH1,Final Energy|Agriculture|Liquids|Oil,GWh,2023,371.176991098533
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKH1,Final Energy|Agriculture|Solids|Biomass,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKH1,Final Energy|Agriculture|Solids|Biomass,GWh,2023,71.3293861897537
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKH1,Final Energy|Residential and Commercial|Electricity,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKH1,Final Energy|Residential and Commercial|Electricity,GWh,2023,6510.87151957571
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKH1,Final Energy|Residential and Commercial|Heat,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKH1,Final Energy|Residential and Commercial|Heat,GWh,2023,292.529347036745
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKH1,Final Energy|Residential and Commercial|Liquids|Oil,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKH1,Final Energy|Residential and Commercial|Liquids|Oil,GWh,2023,2450.97897959613
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKH1,Final Energy|Transportation|Liquids|Biomass,GWh,2023,21.241820952601
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKH1,Final Energy|Transportation|Liquids|Biomass,GWh,2023,1002.15586072338
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKH1,Final Energy|Transportation|Solids|Biomass,GWh,2023,728.346261373252
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKH1,Final Energy|Transportation|Solids|Biomass,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKH2,Final Energy|Agriculture|Electricity,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKH2,Final Energy|Agriculture|Electricity,GWh,2023,96.2774398796588
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKH2,Final Energy|Agriculture|Gases|Gas,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKH2,Final Energy|Agriculture|Gases|Gas,GWh,2023,21.2136731938231
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKH2,Final Energy|Agriculture|Heat,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKH2,Final Energy|Agriculture|Heat,GWh,2023,0.979092608945682
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKH2,Final Energy|Agriculture|Liquids|Oil,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKH2,Final Energy|Agriculture|Liquids|Oil,GWh,2023,275.125023113736
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKH2,Final Energy|Agriculture|Solids|Biomass,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKH2,Final Energy|Agriculture|Solids|Biomass,GWh,2023,52.8710008830668
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKH2,Final Energy|Residential and Commercial|Electricity,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKH2,Final Energy|Residential and Commercial|Electricity,GWh,2023,4826.00947869183
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKH2,Final Energy|Residential and Commercial|Heat,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKH2,Final Energy|Residential and Commercial|Heat,GWh,2023,134.033294489658
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKH2,Final Energy|Residential and Commercial|Liquids|Oil,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKH2,Final Energy|Residential and Commercial|Liquids|Oil,GWh,2023,1816.72265410886
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKH2,Final Energy|Transportation|Liquids|Biomass,GWh,2023,15.3280674767983
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKH2,Final Energy|Transportation|Liquids|Biomass,GWh,2023,742.82124419694
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKH2,Final Energy|Transportation|Solids|Biomass,GWh,2023,525.573615638444
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKH2,Final Energy|Transportation|Solids|Biomass,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKH3,Final Energy|Agriculture|Electricity,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKH3,Final Energy|Agriculture|Electricity,GWh,2023,94.6809667521185
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKH3,Final Energy|Agriculture|Gases|Gas,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKH3,Final Energy|Agriculture|Gases|Gas,GWh,2023,20.8619079284328
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKH3,Final Energy|Agriculture|Heat,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKH3,Final Energy|Agriculture|Heat,GWh,2023,0.962857289004595
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKH3,Final Energy|Agriculture|Liquids|Oil,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKH3,Final Energy|Agriculture|Liquids|Oil,GWh,2023,270.562898210291
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKH3,Final Energy|Agriculture|Solids|Biomass,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKH3,Final Energy|Agriculture|Solids|Biomass,GWh,2023,51.9942936062481
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKH3,Final Energy|Residential and Commercial|Electricity,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKH3,Final Energy|Residential and Commercial|Electricity,GWh,2023,4745.98455846528
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKH3,Final Energy|Residential and Commercial|Heat,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKH3,Final Energy|Residential and Commercial|Heat,GWh,2023,137.682556706235
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKH3,Final Energy|Residential and Commercial|Liquids|Oil,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKH3,Final Energy|Residential and Commercial|Liquids|Oil,GWh,2023,1786.5977473695
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKH3,Final Energy|Transportation|Liquids|Biomass,GWh,2023,15.0991479874124
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKH3,Final Energy|Transportation|Liquids|Biomass,GWh,2023,730.503777546303
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKH3,Final Energy|Transportation|Solids|Biomass,GWh,2023,517.724351932581
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKH3,Final Energy|Transportation|Solids|Biomass,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKI3,Final Energy|Agriculture|Electricity,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKI3,Final Energy|Agriculture|Electricity,GWh,2023,60.7550197940123
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKI3,Final Energy|Agriculture|Gases|Gas,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKI3,Final Energy|Agriculture|Gases|Gas,GWh,2023,13.3866992766467
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKI3,Final Energy|Agriculture|Heat,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKI3,Final Energy|Agriculture|Heat,GWh,2023,0.617847658922159
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKI3,Final Energy|Agriculture|Liquids|Oil,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKI3,Final Energy|Agriculture|Liquids|Oil,GWh,2023,173.615192157126
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKI3,Final Energy|Agriculture|Solids|Biomass,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKI3,Final Energy|Agriculture|Solids|Biomass,GWh,2023,33.3637735817966
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKI3,Final Energy|Residential and Commercial|Electricity,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKI3,Final Energy|Residential and Commercial|Electricity,GWh,2023,3045.41024117905
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKI3,Final Energy|Residential and Commercial|Heat,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKI3,Final Energy|Residential and Commercial|Heat,GWh,2023,63.3594958643354
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKI3,Final Energy|Residential and Commercial|Liquids|Oil,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKI3,Final Energy|Residential and Commercial|Liquids|Oil,GWh,2023,1146.42662859104
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKI3,Final Energy|Transportation|Liquids|Biomass,GWh,2023,4.32085536215907
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKI3,Final Energy|Transportation|Liquids|Biomass,GWh,2023,468.75072136326
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKI3,Final Energy|Transportation|Solids|Biomass,GWh,2023,148.154852448173
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKI3,Final Energy|Transportation|Solids|Biomass,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKI4,Final Energy|Agriculture|Electricity,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKI4,Final Energy|Agriculture|Electricity,GWh,2023,124.395069822397
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKI4,Final Energy|Agriculture|Gases|Gas,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKI4,Final Energy|Agriculture|Gases|Gas,GWh,2023,27.4090831812063
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKI4,Final Energy|Agriculture|Heat,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKI4,Final Energy|Agriculture|Heat,GWh,2023,1.26503460836336
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKI4,Final Energy|Agriculture|Liquids|Oil,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKI4,Final Energy|Agriculture|Liquids|Oil,GWh,2023,355.474724950106
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKI4,Final Energy|Agriculture|Solids|Biomass,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKI4,Final Energy|Agriculture|Solids|Biomass,GWh,2023,68.3118688516218
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKI4,Final Energy|Residential and Commercial|Electricity,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKI4,Final Energy|Residential and Commercial|Electricity,GWh,2023,6235.43570348156
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKI4,Final Energy|Residential and Commercial|Heat,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKI4,Final Energy|Residential and Commercial|Heat,GWh,2023,129.575647822034
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKI4,Final Energy|Residential and Commercial|Liquids|Oil,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKI4,Final Energy|Residential and Commercial|Liquids|Oil,GWh,2023,2347.29279972836
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKI4,Final Energy|Transportation|Liquids|Biomass,GWh,2023,9.92938285211388
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKI4,Final Energy|Transportation|Liquids|Biomass,GWh,2023,959.760673455147
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKI4,Final Energy|Transportation|Solids|Biomass,GWh,2023,340.461813241829
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKI4,Final Energy|Transportation|Solids|Biomass,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKI5,Final Energy|Agriculture|Electricity,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKI5,Final Energy|Agriculture|Electricity,GWh,2023,99.6071054035168
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKI5,Final Energy|Agriculture|Gases|Gas,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKI5,Final Energy|Agriculture|Gases|Gas,GWh,2023,21.9473283092494
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKI5,Final Energy|Agriculture|Heat,GWh,2023,0.0
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKI5,Final Energy|Agriculture|Heat,GWh,2023,1.01295361427305
